Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476743900,2981210100,3455992800,3815473400,4287579900,4857190300,5445883500,6090187100,6590111400,7301576200,7845651700,10282593800,11840271600,12518658800,13389984300,13884956300,15191088900,16518400000,19765442600,19430769100,21023200900,22426572400,23754573700,26235030800,29515241200,33672142400,35311909100,34908703300,37898050300,40114532500,41315413300,42020592000,49051427445
Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1781638846,1814863494,2093116651,2315303103,2506342320,2560332367,2549944973,2828197152,2817814946,2861424443,2923718247,3073230824,3067009561,3876848014,4302531268,3721119557,4132285485,5033474711,5955495465,6127878320,5959731828,6001137169,,,,,,,,,,,,,,,,,,,,,,,,,,17066561763,18334463589,16995660081,18203497719,19958593160,20346845300,20877848420,22478372516,23836575873,23543747438,22604394423,22940915623,23313911376,22747015463,,
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,9.263796557,7.052898335,7.424769172,8.336929501,7.235899433,10.64618253,9.385044877,13.65615372,9.879094869,8.200504594,6.976114641,6.315966936,11.3295324,6.613506644,7.054721347,6.132326081,8.635538703,6.563937209,6.183288732,5.857252088,3.898981012,3.50157419,3.079303251,2.447050439,2.922806951,4.067476782,4.428669827,4.030805853,4.627531461,3.372532387,3.45870924,3.612947199,4.649729896,5.468173675,3.85504574,3.460657878,3.068439057,5.052567636,5.459041257,5.903027838,3.93439969,3.889513809,4.705875922,5.101581457,5.590522285,6.211356929,7.270126018,6.297738881,3.609580846,3.734254828,4.555484951,4.317881905,
GDP per capita (constant LCU),NY.GDP.PCAP.KN,2414.663943,2385.157715,2667.459406,2861.426907,3004.413125,2976.349555,2872.060186,3077.714914,2956.793126,2896.427391,2856.625132,2899.58702,2795.173476,3413.797804,3660.546014,3059.641759,3288.733675,3888.50668,4473.652399,4476.332907,4233.610956,4145.719284,4211.509562,4177.467189,4288.368371,4282.098252,4366.316285,4296.838163,4572.79852,4746.47845,4944.155532,5200.393822,5475.366786,5586.467516,5842.555173,5961.70053,6227.698253,6401.113618,6456.791743,6459.537779,6695.151979,6930.682035,6987.625092,7322.756406,7475.363104,7765.602976,8096.732262,8407.384703,8820.285522,8648.185046,9042.513275,9390.446278,9902.500148,9986.585382,10054.13666,10254.65218,10498.74162,10043.97326,9771.906678,9576.605628,8924.587729,8954.934134,8912.732189
GDP per capita (current US$),NY.GDP.PCAP.CD,46.86663764,46.91841284,53.34649784,58.13591897,62.26210179,63.79760767,63.86276072,64.49068781,64.47690584,66.77535445,67.16292001,72.15945778,73.74232436,106.714856,128.3437931,122.9743503,117.5189696,149.3431496,200.2459409,211.9447196,306.5647979,299.9569839,234.3066189,252.6899795,211.7654266,166.1597231,192.1073709,237.0704649,271.3196923,280.3529293,331.5237892,384.9805422,447.1491434,443.1672865,459.6627012,518.0212392,483.9207324,505.9388399,467.5879478,457.70433,443.9499284,412.9622962,388.3674887,580.937271,761.1810388,850.7752709,910.618541,848.0236874,885.6180571,866.4456896,1104.800538,1265.863867,1205.860003,1141.361038,1165.050705,1113.868632,986.2652568,1062.712399,1162.978792,1094.499438,939.5042491,1040.308623,1107.395298
GDP (constant LCU),NY.GDP.MKTP.KN,1781630815,1814854580,2093104714,2315289245,2506326495,2560315414,2549932787,2828183022,2817800195,2861406687,2923701547,3073211391,3066981735,3876814614,4302492307,3721075115,4132221510,5033419144,5955384231,6127728214,5959535602,6000932810,6268406620,6392907541,6746748441,6922855397,7247181206,7300065933,7928011697,8387459351,8894520969,9514167300,10176007500,10533161600,11163031300,11530399800,12175760400,12626702300,12820857500,12881888000,13381131600,13857711600,13958018700,14594473200,14841466300,15355889700,16005458400,16675753300,17596593100,17375665300,18290716600,19134696400,20346845300,20711568900,21065849400,21724696000,22507958200,21801619100,21478817000,21314670300,20116913200,20430270300,20551200700
GDP (current LCU),NY.GDP.MKTP.CN,24700000,25500000,29900000,33600000,37100000,39200000,40500000,42330000,43890000,47120000,49100000,54700000,62200000,84100000,102500000,110600000,128400000,168100000,231800000,244300000,336100000,381000000,378669300,430821700,491508700,598688800,728601700,820049600,1069429800,1299298400,1543104800,1944864200,2370108800,2730466600,3118491700,3633954700,4067667800,4598765700,5132795500,5576576200,6157651700,7108593800,8177271600,8758658800,9761984300,10698574300,12189415000,11850482200,14596098100,14751275500,16357791100,18726343500,20346890900,22840748400,26492017800,30107939300,31102390600,30734567000,33829186900,35196795800,34856048700,35075955300,41769296800
Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1920914388,1950501922,2203134164,2455766307,2626463579,2772125338,2765297606,3056620925,3042965262,3006550096,3017929748,3097236535,3120886898,4017129118,4395355358,3856766700,4218757760,4782389381,5291038234,5336666390,5167439083,5169337298,5346258763,5452079869,5744488705,5941717380,6321774102,6321672999,6826264819,7246995847,7743504986,8256535200,8815221900,9131879000,9691671800,10013790600,10612014100,11029760800,11296685400,11322385000,11998079200,12489447300,12675191400,13276764400,13455136500,13801136800,14391047400,15008098300,15819287600,15560657200,16314733300,16958764100,18020248900,18237690100,18569917100,19270984200,19970214800,19206261400,18929467100,18908704300,17820260500,18290742700,18268971600
Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266508100,600,-300,735000,-5824900,4433600,-51759100,-772632500,-531686300,,
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.99390391,17.82722224,13.93899021,11.29797351,7.766636609,12.81651843,6.002044363,9.018940746,9.922233974,8.13125253,6.300218213,11.47305454,14.20693256,2.438813172,9.600392525,5.922842941,9.310988873,-6.688361727,16.72331715,2.348138886,5.34302982,9.430270472,2.180862395,10.27989874,14.03514815,10.20245278,-0.291921397,2.018910224,11.72306726,4.843933826,4.928219237,-0.912565589,18.3816988
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.41737354,33.73359018,21.18278077,11.44704111,3.725878524,6.361137917,10.77801138,14.38935466,13.32356501,3.535818311,-4.719225359,3.388994055,4.39056556,,,
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,,,,,,,,,,,14.462219,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53674923,-11.51682813,1.547775811,-2.449223706,-2.646730657,2.56111729,4.619469872,6.898090573,-2.671030966,-7.061520293,4.930120428,-2.853103056,-19.61196883,,
Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065415629,2150915704,1916701991,1959521832,1925637851,1890349195,1956899549,2068327283,2235567518,2201891895,2071933940,2201526527,2165652768,1763138302,,
Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,6.326226047,6.508745679,13.58574046,23.16301138,18.81145153,30.78262584,22.78890875,,,,,,,,,,,,,,,,,,,,,,,,,,33.73641914,35.18365512,25.99884726,18.75804355,14.30413302,18.27488781,22.62174908,25.61696182,24.32182936,17.11119037,9.093261494,15.55200767,17.73499909,,,
Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,1.551404872,2.012093126,1.371514787,1.037438528,1.035718974,0.83458674,0.685491873,1.027364378,1.569046906,2.541952736,4.632665632,5.057063693,4.454623653,5.234576097,4.977609832,5.261589868,5.555867445,5.086610405,4.561040824,4.486452502,4.632870219,4.832616595,6.064018039,5.961884543,6.096373415,5.942303545,5.409268312,5.608927707,7.437060229,7.319305746,7.470001701,5.825295384,5.493326802,5.16804093,5.016055636,4.606856903,4.008485949,4.023926728,4.887850044,7.178063002,11.10877969,13.86191682,13.73167194,12.6355284,10.94071335,9.736976008,10.66690085,11.3123653,11.86389992,12.26728158,13.01251626,,
Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.765550529,1.727546829,1.670322329,1.859407917,1.93022347,1.849126957,2.075909074,2.093258779,2.463988199,2.5645973,2.9066001,2.885993629,3.234647498,2.328829695,1.989829944,2.024260412,2.106923937,2.17035117,2.260901079,2.530755873,2.159253311,2.131045638,2.464548131,2.727998674,2.86396235,2.946522384,3.389205425,3.483616793,3.514760721,3.847518214,4.598358123,,
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,6.552226721,5.48745098,4.791638796,7.305952381,7.066576819,10.90892857,33.47358025,36.96172927,38.20551378,38.65258913,36.9299389,53.84223035,37.68311897,26.30737218,34.43170732,38.31464738,38.92297508,33.24812612,28.38753236,28.86086779,44.54198155,44.09514436,64.36640097,64.77347822,64.67411462,64.68290371,61.007475,60.73398487,58.63686424,58.16370589,55.92285112,55.85342154,53.14690195,53.4614267,53.95508669,53.20217118,54.62737886,56.42489897,55.06082407,53.30818218,51.31881038,48.27102936,49.10611505,49.23618328,48.70109861,48.87778926,47.45328221,48.77723119,48.19686228,53.88863017,53.84387138,51.89212139,52.85209889,54.88458557,53.06828044,51.53217278,53.3450313,54.51373888,52.4296654,53.48852807,52.46335394,55.09294996,49.59564964
"Services, value added (current LCU)",NV.SRV.TOTL.CN,1618400,1399300,1432700,2454800,2621700,4276300,13556800,15645900,16768400,18213100,18132600,29451700,23438900,22124500,35292500,42376000,49977100,55890100,65802300,70507100,149705600,168002500,243735800,279058200,317878900,387249300,444501500,498048800,627080100,755720100,862948200,1086273200,1259639400,1459746400,1682584900,1933342800,2222060300,2594848900,2826159500,2972771400,3160033600,3431391400,4015540400,4312429300,4754193600,5229226600,5784277500,5780337100,7034861300,7949260300,8807668000,9717496900,10753758900,12536050100,14058858300,15515275300,16591580000,16754561600,17736529500,18826248000,18286652200,19324378500,20715754100
Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,,,,,,,,,,,,,,,,,,,,,4.462900429,4.33903577,1.851768416,8.3319221,4.545985197,5.97986351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,,,,,,,,,,,33831627.22,37828153.72,37953089.86,46837967.83,53410783.82,52745267.99,61269778.56,68402333.6,64854121.63,68801906.18,76756640.49,70385541.03,100180664.5,85986243.83,96531880.2,100220498.8,102808884.4,109228354,142512366.9,172109620,202951973.6,300721719.5,335153277.6,348774104.4,380880303.2,425517547.8,457431724.2,447365257.5,454952203.7,480813268.7,549813931.7,581352413.2,618471899.7,665146140.8,665919406.6,681282862.3,725228239.7,754508262.6,819615016,769056473.5,825997239.3,852118442.5,896549995.7,803295823.2,766138461.2,796124463.3,811845498.3,785375380.3,813703211.9,760173368.5,667115379.1,698724435.7,722835565.5
"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,,,,,,,,,,,96583500,100247700,91242500,105371100,111569800,102273400,117768500,111569800,114670800,154957400,180869000,192440500,308903400,362633200,396138000,366918300,427890800,444049100,553099800,600730700,657119700,657000200,741868100,853240800,884736400,932803000,955020100,1116263200,1126765000,1124756600,1331028700,1695015200,2205846500,2498357300,2645241900,2319096300,2541605300,2568787700,2506769000,2423101300,2502366200,2431207400,2330026500,2234969200,1980783700,2283093700,2682971600,2428230800,2771603700,2752444500,2502343300,2694127800,2685710800
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,,,,,419999.8322,419999.8322,1119999.552,2099999.161,2379999.049,2519998.993,2939998.825,3355625.329,3642393.751,5619927.761,7064256.737,7572604.831,7129999.994,8279999.993,11614999.99,22514478.78,33136725.81,35958404.56,18447419.34,27799569.17,27175633.06,16452869.98,25229847.29,31527430.79,45025275.27,47536229.67,56801691.58,60544161.02,72676567.47,79516140.85,77829201.79,89684443.57,83993782.78,101815083.1,101415698.5,101494886.2,120857081.7,169381491.7,190513951.6,262387431,348010139.9,336221215.2,392853929.7,374100405,375087765.5,304764928.6,292411336.4,329716814.3,283734352.2,258951933.8,299043379.7,357092074.8,352328504.2,351471524.6,425137340.2,411835037.6,335874482.2,393840627.4,380407030
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,88.18461538,89.4145098,88.18494983,83.78125,81.71428571,79.28622449,55.35432099,46.04016064,46.4354067,42.17105263,43.32403259,27.9440585,43.00546624,49.5274673,39.39395122,36.50886076,30.75327103,37.58447353,30.33334771,34.25599673,22.4361202,24.34776903,16.66435594,16.25862857,15.21385074,16.02978041,15.83660867,14.25374758,14.001639,12.6246288,12.16164968,7.324999864,9.077085406,8.330235572,8.262433407,8.780632296,7.689283279,7.003196532,8.322992802,8.784630254,7.827134815,8.298870587,6.395312833,6.346886124,5.984006756,5.671130405,4.842764809,4.890296363,4.897276622,5.503711188,4.862223727,4.543930319,4.8953086,5.064362952,3.960714536,3.781795521,4.924117634,4.963623857,4.24977551,4.370426526,5.028820149,4.22383022,3.508109574
"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,21781600,22800700,26367300,28150500,30316000,31080200,22418500,19488800,20380500,19871000,21272100,15285400,26749400,41652600,40378800,40378800,39487200,63179500,70312700,83687400,75407800,92765000,63102800,70045700,74777400,95968500,115385800,116887800,149737700,164031600,187667000,142461300,215136800,227454300,257663300,319084200,312774500,322060600,427202200,489881600,481967700,589933000,522962100,555902100,584157800,606730100,590304700,579523700,714811300,811867600,795352400,850912000,996043100,1156738400,1049273200,1138620700,1531518300,1525548300,1437664500,1538250100,1752848000,1481548800,1465312700
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-26.72064777,-32.94117647,-33.44481605,-36.01190476,-34.23180593,-37.75510204,-45.67901235,-44.64918498,-43.06220096,-37.98811545,-36.6598778,-42.04753199,-53.05466238,-53.50772889,-63.41463415,-89.51175407,-120.7165109,-100.5353956,-73.33908542,-101.5145313,-89.08063076,-97.71653543,,,,,,,,,,,,,,,,,,,,,,,,,,-60.01017832,-56.21602735,-72.12731536,-66.8390948,-55.13379107,-67.92675239,-58.03996335,-51.74087494,-44.96711238,-49.69397368,-52.23584702,-45.01118737,-46.63368647,-50.76065607,-47.97324023,
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,38.46153846,45.49019608,47.82608696,50.89285714,49.59568733,53.31632653,56.54320988,56.69737775,55.13784461,51.5704584,48.87983707,54.84460695,69.1318328,67.7764566,77.07317073,103.9783002,138.6292835,112.4330756,90.59534081,123.6185018,110.0862838,117.007874,,,,,,,,,,,,,,,,,,,,,,,,,,111.8144365,108.2131429,116.0350846,107.9772562,102.0733338,108.9083237,95.24196107,88.80965609,86.57736632,94.0208879,98.26311007,93.82063717,91.55055927,92.60539563,93.52127211,
Imports of goods and services (current LCU),NE.IMP.GNFS.CN,9500000,11600000,14300000,17100000,18400000,20900000,22900000,24000000,24200000,24300000,24000000,30000000,43000000,57000000,79000000,115000000,178000000,189000000,210000000,302000000,370000000,445800000,,,,,,,,,,,,,,,,,,,,,,,,,,13250549900,15794896500,17116655000,17662694000,19114603100,22159457800,21753976700,23527469900,26066660900,29242743800,30200741400,31738758700,32222863400,32278581800,32803479600,
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,,,
"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,90,,,
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,,,,,,,24,,,,,,
Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time required to obtain an operating license (days),IC.FRM.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,,,1.9,,,,,,
Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,14.6,,,,,,
"Time to export, border compliance (hours)",IC.EXP.TMBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,,,
Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,,,,,,,71.8,,,,,,
Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748371117,0.886325746,1.179299039,1.256175218,1.426321773,1.296400862,1.464308002,1.639902574,1.54046858,2.021400755,1.790392571,1.879515588,2.83220856,2.158471814,1.472188202,,
"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337825805,,,,,,,,,,,,
"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307197452,,,,,,,,,,,,
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340880424,,,,,,,0.371,0.398492515,,0.400392592,,
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.25136566,,30.05464554,,26.22950745,,41.08108139,37.29729843,19.40298462,34.80392075,23.90243912,22.3300972,22.3300972,28.22966576,28.22966576,27.01421738,25.59241676,25.11848259,17.30769157,13.80952358,10,8.571428299,9.047618866,9.047618866,8.095237732,10.47619057,10.84905624
Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.913055039,5.504939294,7.240177863,,7.921448327,6.709165305,13.57772265,19.67664955,11.32205759,14.72716502,14.19000023,19.23755368,18.01116207,13.54445564,13.20752085,12.86125966,15.72394764,18.19049133,22.84100758,21.89075471,24.19832427,20.55795191,26.89295907,23.96669927,26.30215233,25.39467614,22.86481374,23.98086482,23.54113027,24.46654701,25.24746534,23.32052124,23.34083003,32.82048312,28.03871796,
Other expense (% of expense),GC.XPN.OTHR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82058442,4.961596616,3.857948099,2.35673435,1.226290264,1.452324077,2.020933461,1.591253801,6.53185296,5.890368192,6.978531241,7.956819873,7.584373633,8.058514867,7.444994269,7.444924967,6.771726034,16.72694722,11.28654812,12.59536243,9.810434474,9.335656343,8.441392087,6.823113944,5.963350525,4.311617889,5.669258379,4.711324171,6.177724233,6.326176647,7.733586551,
Interest payments (current LCU),GC.XPN.INTP.CN,,,,,,,,,,,,,,,,,,,,,,,16100000,19624000,18084000,20791000,5887000,29807000,43311000,97492000,,64550295,67318052,62015619,64800986,84971021,29057497,53480263,133042322,92524510,162418702,147310816,214072320,224900000,156300000,117900000,313213484.1,306190205.8,118949866.6,126454568.7,94175586.77,138959724.8,164285399,189793003.8,174813000,267100000,246922450.1,329100000,448627000,502100866.1,544120000,441834191.8,
Compensation of employees (current LCU),GC.XPN.COMP.CN,,,,,,,,,,,,,,,,,,,,,,,57365000,60631000,76777000,106681000,,117187000,169968000,174348000,,277628702.8,327092991.8,372808119.3,469650349.5,634328528.3,628271408.5,731849601.5,865700539.3,787561738.3,902841096.8,940488967.5,1080162087,1100500000,1188800000,1291600000,1394891130,1658234028,2025381723,2691929803,2820836190,3072685725,3264477196,3978937416,4315605074,4929670152,5277442149,5436100371,5994685706,5891547965,6029660000,6130187159,
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,28.98835475,34.95877761,38.69351651,35.58108988,31.6971536,31.91319159,30.64371313,34.1989954,,27.75657635,28.30152625,29.67252716,29.87079575,28.75049718,26.96189969,29.21247489,25.08054334,24.72221533,22.93955586,25.78220615,24.19416305,27.11488202,28.961325,28.57390073,33.91975434,39.31628652,38.26034845,39.98760249,30.29906235,30.2136066,38.08375643,35.90752358,36.32843245,33.769182,29.28627044,33.00730986,31.81517002,31.93665747,34.90594918,32.39007966,
Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,63.45063188,,50.40303065,43.55882394,41.99036709,39.10651327,,14.66690951,16.23703982,17.75887608,16.56714822,15.12486048,16.18589442,16.23647409,14.65828114,17.27574449,13.81814451,15.11885788,13.65855701,11.64600513,14.27456729,14.86686867,17.85061378,16.87371182,16.16649065,15.63336466,8.650476374,8.577739905,13.61666529,13.68312914,14.47086894,12.52906029,9.647899578,12.10963455,10.55426694,11.34839999,14.4574571,9.825342758,
Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,4.301987397,5.112384231,4.740287159,5.321075185,10.6445283,10.8234247,10.97377767,11.96348793,,16.05357462,16.86400111,18.13470695,16.69358417,16.47512663,13.82860125,16.21350106,13.33887598,12.99491181,12.13025553,12.79906128,12.06946986,13.7583073,16.26155021,16.30825709,19.50719211,21.18435779,19.82016507,20.56521715,15.6991195,15.16025798,21.19723497,19.32109972,19.72568,17.92842165,15.41760169,18.51781239,17.55279699,18.11051697,19.75128442,18.66418447,
